TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,Price_euros,TouchScreen,HDD,SSD,SSHD,FStorage
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.7,977.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.5,1179.0,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,No OS,2.2,659.01,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,2,Chrome OS,2.19,199.0,No,0,16,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3,1187.0,No,1000,0,0,0
Notebook,17.3,1600x900,Intel i3,8,Windows 10,2.54,489.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2,1829.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.05,739.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.2,1299.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.5,979.0,No,0,256,0,0
Workstation,17.3,1920x1080,Intel i7,16,Windows 10,3.42,2884.86,No,0,256,0,0
Notebook,15.6,1920x1080,AMD A10,6,Windows 10,2.4,499.0,No,1000,0,0,0
Ultrabook,15.6,1920x1080,Intel i7,16,Windows 10,1.63,1468.0,No,0,512,0,0
Notebook,14.0,1366x768,Intel i3,4,Windows 10,1.3,509.0,No,0,128,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,2122.0,No,1000,256,0,0
Notebook,17.3,1600x900,Intel i5,6,Windows 10,2.8,649.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,No OS,2.2,549.0,No,2000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,1265.0,No,1000,128,0,0
Notebook,15.6,1366x768,Intel Pentium,4,No OS,2.2,359.99,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,16,Windows 10,1.28,1975.0,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,1043.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,819.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,1.86,469.0,No,1000,0,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.1,999.0,No,0,256,0,0
Ultrabook,13.3,3840x2160,Intel i7,16,Windows 10,1.21,2499.0,Yes,0,1000,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.8,2099.0,No,1000,256,0,0
Notebook,15.6,1920x1080,AMD A8,8,Windows 10,2.23,469.0,No,0,256,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,2,Windows 10,1.1,275.0,Yes,0,0,0,32
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.33,844.0,No,1000,128,0,0
2 in 1 Convertible,13.3,3840x2160,Intel i7,16,Windows 10,1.29,2449.0,Yes,0,1000,0,0
Notebook,13.3,1366x768,Intel Celeron,4,Chrome OS,1.45,459.9,No,0,0,0,16
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.95,980.0,No,0,256,0,0
Notebook,11.6,1366x768,Intel Pentium,4,Windows 10,1.4,485.0,No,0,0,0,128
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.48,1292.0,No,0,256,0,0
Notebook,17.3,1600x900,Intel i5,4,Windows 10,2.79,589.0,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,2,1094.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.1,902.0,No,1000,0,0,0
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.2,659.0,No,0,256,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.44,292.0,No,0,0,0,32
Notebook,15.6,1366x768,Intel i5,6,Windows 10,2.23,549.0,No,1000,0,0,0
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.7,1049.9,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.26,1335.0,No,0,256,0,0
Notebook,15.6,3840x2160,Intel i7,32,Windows 10,2.06,2639.0,Yes,0,1000,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,1199.0,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,943.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,2,1334.0,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,1.85,449.0,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,999.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.48,1268.0,No,0,256,0,0
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,1049.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,1144.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2,274.99,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2,1142.75,No,0,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.2,274.9,No,500,0,0,0
Notebook,15.6,1920x1080,AMD A12,12,Windows 10,2.2,899.0,No,2000,0,0,0
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,2.1,716.0,No,1000,0,0,0
2 in 1 Convertible,13.9,3840x2160,Intel i7,16,Windows 10,1.4,2099.0,Yes,0,512,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.2,1579.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,1129.0,No,2000,256,0,0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.44,279.0,No,0,0,0,32
Ultrabook,15.6,1920x1080,Intel i7,16,Windows 10,1.88,1607.96,No,0,768,0,0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Windows 10,1.5,375.0,Yes,0,0,0,32
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,663.0,No,1000,0,0,0
Notebook,15.6,3840x2160,Intel i7,16,Windows 10,2.06,2027.42,Yes,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,1304.0,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,1409.0,No,1000,128,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.6,1738.27,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.4,1403.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.02,970.9,No,2000,128,0,0
Notebook,15.6,1366x768,Intel Celeron,4,No OS,2.2,321.99,No,1000,0,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.65,999.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.36,557.37,Yes,2000,0,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.36,1427.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,1.86,439.0,No,500,0,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,2,945.0,No,0,256,0,0
Notebook,17.3,1600x900,Intel i5,6,Windows 10,2.8,719.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.86,639.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,8,No OS,2.2,499.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,8,Windows 10,2.04,389.0,No,2000,0,0,0
Notebook,17.3,1920x1080,Intel i5,8,Windows 10,2.8,1085.0,No,1000,128,0,0
Gaming,15.6,1920x1080,Intel i5,8,No OS,2.4,809.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.33,899.0,No,0,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.36,1750.0,No,0,256,0,0
2 in 1 Convertible,15.6,1920x1080,Intel i7,12,Windows 10,2.26,1099.0,Yes,2000,512,0,0
Notebook,15.6,1366x768,AMD A9,4,Windows 10,2.1,426.0,No,0,128,0,0
Gaming,17.3,1920x1080,AMD Ryzen,16,Windows 10,3.25,2199.0,No,1000,256,0,0
Notebook,17.3,1600x900,AMD A8,4,Windows 10,2.6,489.0,No,0,128,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.62,869.01,Yes,0,256,0,0
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,1.91,488.99,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.59,553.0,No,0,128,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,1.8,309.0,No,500,0,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.5,286.0,No,0,0,0,32
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.4,846.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.35,1191.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i3,4,No OS,1.85,403.5,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.3,1655.0,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.5,1099.0,No,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.1,1748.9,Yes,0,512,0,0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.13,2282.0,No,0,512,0,0
Notebook,13.3,1920x1080,Intel i3,4,Windows 10,1.5,549.0,No,0,128,0,0
Workstation,15.6,1920x1080,Intel i5,8,Windows 10,2.23,1369.0,No,500,0,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2,2135.0,No,0,256,0,0
2 in 1 Convertible,14.0,2560x1440,Intel i7,16,Windows 10,1.42,2509.0,Yes,0,512,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3,1039.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3,1591.0,No,1000,256,0,0
Notebook,15.6,1366x768,Intel i5,12,Windows 10,2.2,693.99,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,1349.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.33,778.87,No,0,256,0,0
Ultrabook,15.6,1920x1080,AMD A9,4,Windows 10,1.91,499.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.1,1229.56,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.9,938.0,No,0,256,0,0
Workstation,15.6,3840x2160,Intel i7,8,Windows 10,1.78,2712.0,Yes,0,256,0,0
Ultrabook,14.0,2560x1440,Intel i7,16,Windows 10,1.13,2625.0,No,0,1000,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,306.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,1529.0,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.1,1144.5,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.5,879.0,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.8,2249.0,No,1000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.10,1873.0,No,0,512,0,0
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.2,1747.0,No,0,512,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.36,1680.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,409.0,No,500,0,0,0
Notebook,11.6,1366x768,Intel Celeron,2,Windows 10,1.15,304.45,No,0,0,0,32
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.67,1925.0,No,0,512,0,0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.7,1943.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.1,469.0,No,1000,0,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.6,789.01,Yes,0,256,0,0
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.27,928.0,Yes,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.3,598.9,No,0,256,0,0
Notebook,13.3,1366x768,Intel i3,4,Windows 10,1.65,689.0,No,0,128,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.43,1500.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.14,539.95,No,1000,0,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.75,1215.38,No,0,256,0,0
2 in 1 Convertible,15.6,3840x2160,Intel i7,16,Windows 10,2,1899.0,Yes,0,512,0,0
Notebook,12.3,2736x1824,Intel Celeron,6,Windows 10,1.4,449.0,No,0,0,0,64
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.31,1427.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,8,Linux,2.3,597.0,No,1000,0,0,0
Gaming,17.3,2560x1440,Intel i7,16,Windows 10,4.42,2799.0,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,1159.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.02,1142.4,No,2000,256,0,0
Ultrabook,14.0,1920x1080,Intel i7,8,Linux,1.6,1099.0,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.35,1999.0,No,1000,256,0,0
2 in 1 Convertible,11.6,1920x1080,Intel Celeron,4,Windows 10,1.16,299.0,Yes,0,32,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.15,269.0,No,0,0,0,16
Notebook,13.3,1920x1080,Intel i7,8,Windows 10,1.4,1010.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,1.7,599.0,No,0,128,0,0
Workstation,15.6,3840x2160,Intel i7,16,Windows 10,2.3,2445.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,2449.0,No,0,512,0,0
Gaming,17.3,1920x1080,AMD Ryzen,8,Windows 10,3.2,1695.0,No,1000,256,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,347.0,No,500,0,0,0
Ultrabook,12.3,2400x1600,Intel i7,16,Chrome OS,1.1,2199.0,Yes,0,512,0,0
Ultrabook,14.0,2560x1440,Intel i7,24,Windows 10,1.32,2382.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2,559.0,No,0,256,0,0
Notebook,17.3,1600x900,AMD A6,8,Windows 10,2.8,519.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,749.0,No,0,256,0,0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 10,1.36,1429.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel Pentium,4,Windows 10,2.2,349.0,No,0,128,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,1099.0,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,1179.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel i5,4,Linux,2.4,441.8,No,500,0,0,0
Workstation,15.6,1920x1080,Intel Xeon,8,Windows 10,2.23,1993.0,No,1000,0,0,64
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,1027.74,No,0,256,0,0
Ultrabook,13.5,2256x1504,Intel i7,16,Windows 10 S,1.25,2589.0,Yes,0,512,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,589.0,No,0,128,0,0
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.17,1975.0,No,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.31,1534.0,No,0,512,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.65,1345.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.36,979.0,No,1000,128,0,0
2 in 1 Convertible,11.6,1366x768,Intel Pentium,4,Windows 10,1.47,479.0,Yes,500,0,0,0
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,4.42,2046.0,No,1000,0,0,0
Ultrabook,13.5,2256x1504,Intel M ,4,Windows 10 S,1.25,989.0,Yes,0,128,0,0
Ultrabook,13.5,2256x1504,Intel i7,8,Windows 10 S,1.25,1799.0,Yes,0,256,0,0
Notebook,17.3,1600x900,Intel i3,8,Windows 10,2.5,639.9,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.23,544.0,No,1000,0,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,435.0,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.37,749.0,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i7,8,No OS,1.5,799.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.67,2090.0,No,0,256,0,0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2,304.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.2,469.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.02,759.0,No,2000,0,0,0
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.78,1699.0,No,1000,0,0,0
Ultrabook,14.0,2560x1440,Intel i7,12,Windows 10,1.4,1858.0,No,0,256,0,0
2 in 1 Convertible,13.3,3840x2160,Intel i7,8,Windows 10,1.29,1999.0,Yes,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,1154.0,No,500,0,0,0
Ultrabook,12.3,2400x1600,Intel i5,8,Chrome OS,1.1,1275.0,Yes,0,128,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.42,1841.85,Yes,0,256,0,0
Notebook,15.6,3840x2160,Intel i7,12,Windows 10,2.06,1299.0,No,1000,128,0,0
Notebook,14.0,1366x768,Intel i3,8,Windows 10,1.79,740.0,No,0,128,0,0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,1.78,2408.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,1364.0,No,0,180,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,675.0,No,1000,0,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.05,1672.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.16,1262.0,No,0,512,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.18,586.6,No,1000,0,0,0
Notebook,13.3,1920x1080,Intel i5,4,Windows 10,1.49,726.0,No,0,128,0,0
Notebook,15.6,1920x1080,Intel Atom,4,Windows 10,1.89,248.9,No,0,0,0,64
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.3,565.0,No,0,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.75,1049.0,No,0,256,0,0
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.17,2338.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.06,1899.0,No,0,512,0,0
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,1.36,1798.0,No,0,512,0,0
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,0.91,1950.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,1011.99,No,0,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,32,Windows 10,1.05,2799.0,Yes,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,1.99,1350.0,No,1000,128,0,0
Notebook,15.6,1366x768,AMD A10,8,Windows 10,2.2,579.0,No,1000,0,0,0
Gaming,17.3,1920x1080,Intel i7,24,Windows 10,4.33,1269.0,Yes,1000,256,0,0
Ultrabook,12.5,1366x768,Intel i5,8,Windows 10,1.3,1099.0,No,0,180,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.17,898.9,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.48,1749.0,No,0,1000,0,0
Notebook,13.3,1920x1080,Intel i3,8,Windows 10,1.4,949.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,911.0,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10 S,1.2,340.0,No,0,0,0,64
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,618.99,No,0,256,0,0
2 in 1 Convertible,13.9,1920x1080,Intel i5,8,Windows 10,1.4,1599.0,Yes,0,256,0,0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,2.1,299.0,No,500,0,0,0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,265.0,No,0,16,0,0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.44,949.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2,1224.0,No,1000,256,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,613.0,No,1000,0,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.34,1323.0,No,0,512,0,0
Gaming,15.6,1920x1080,Intel i7,8,No OS,2.4,1149.0,No,1000,256,0,0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.29,899.0,Yes,0,128,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.2,639.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,836.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,1219.24,No,2000,256,0,0
Notebook,15.6,1920x1080,Intel i7,16,No OS,1.95,1399.95,No,0,256,0,0
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.1,245.0,No,0,0,0,32
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.04,521.47,Yes,1000,0,0,0
Gaming,15.6,1920x1080,Intel i7,24,Windows 10,2.24,2968.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.04,889.0,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3,1504.0,No,1000,256,0,0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.2,1399.0,No,1000,256,0,0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.32,1399.0,No,0,256,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,1279.73,No,0,256,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,1.63,689.0,No,0,128,0,0
Notebook,17.3,1920x1080,Intel i5,8,Linux,2.8,889.0,No,1000,128,0,0
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,2.02,1340.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.2,799.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel i3,8,No OS,2.2,459.0,No,2000,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.3,585.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,1377.0,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.42,3012.77,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,860.0,No,500,0,0,0
Notebook,15.6,3840x2160,Intel i7,8,Windows 10,2,1299.0,No,1000,256,0,0
Notebook,13.3,1920x1080,Intel Celeron,4,Windows 10,1.2,369.0,No,0,32,0,0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.3,1649.0,No,1000,128,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.93,1369.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,797.41,No,0,256,0,0
Notebook,15.6,1920x1080,Intel Pentium,4,Windows 10,1.86,398.99,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,2.62,1799.0,No,1000,0,0,0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.87,859.0,No,0,256,0,0
Ultrabook,13.3,3200x1800,Intel i7,8,Windows 10,1.2,1399.0,Yes,0,256,0,0
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,1.6,735.87,No,0,128,0,0
Ultrabook,13.3,3200x1800,Intel i7,8,Windows 10,1.34,1145.0,No,0,256,0,0
Gaming,15.6,1920x1080,Intel i5,8,Linux,2.4,798.0,No,1000,0,0,0
Notebook,15.6,1366x768,AMD E,4,Windows 10,2,349.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.1,705.5,No,0,128,0,0
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.87,785.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i5,4,No OS,2.15,462.35,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,1.86,397.0,No,500,0,0,0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.99,1729.0,No,0,512,0,0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,499.0,No,0,128,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,1116.99,No,0,256,0,0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.42,2699.0,No,1000,256,0,0
Notebook,17.3,1600x900,Intel i3,8,Windows 10,2.65,544.15,No,1000,0,0,0
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,2.63,1280.0,No,1000,0,0,0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2,224.0,No,500,0,0,0
Notebook,13.3,1920x1080,Intel Atom,4,Windows 10,1.35,255.0,No,0,0,0,32
Notebook,17.3,1600x900,Intel i7,6,Windows 10,2.8,949.0,No,1000,128,0,0
Notebook,15.6,1920x1080,AMD A10,6,Windows 10,1.91,568.9,No,0,128,0,0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.18,617.9,No,1000,0,0,0
2 in 1 Convertible,11.6,1920x1080,Intel Celeron,4,Windows 10,1.25,349.0,Yes,0,0,0,32
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.05,630.0,No,0,128,0,0
Ultrabook,13.3,3200x1800,Intel M ,16,Windows 10,1.16,1965.0,Yes,0,512,0,0
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,3.4,2999.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.5,839.0,No,1000,128,0,0
Ultrabook,13.3,3840x2160,Intel i5,8,Windows 10,1.21,1599.0,Yes,0,128,0,0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.93,959.0,No,500,0,0,0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.2,739.0,No,1000,0,0,0
Notebook,15.6,1920x1080,Intel Pentium,4,Windows 10,2.2,344.0,No,500,0,0,0
Notebook,14.0,1366x768,Intel i5,4,Windows 10,2.02,990.0,No,500,0,0,0
Workstation,17.3,1600x900,Intel i5,8,Windows 10,3.14,1860.99,No,500,0,0,0
Notebook,14.0,1366x768,Intel Pentium,8,Windows 10,1.94,389.0,No,2000,0,0,0
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,1.95,649.0,No,0,256,0,0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,830.0,No,0,256,0,0
